Id,Title,Episodes,Year,Original channel,American company,Note,Technique,IMDb,Google users,wiki_title,wiki_short_description,wiki_summary,wiki_url,wiki_status
189,Bozo: The World's Most Famous Clown,157.0,1958-1962,Syndication,Larry Harmon Pictures,,Traditional,7.8,89%,Bozo: The World's Most Famous Clown,American animated television series,"Bozo: The World's Most Famous Clown is a 1958–1962 American animated comedy television series based on the children's record book series, Bozo the Clown by Capitol Records. This series was produced by Larry Harmon Pictures, which began syndication in 1958. Lou Scheimer, of Filmation fame, was the art director for the series. The voice cast includes Larry Harmon starring as Bozo, with Paul Frees as the narrator.",https://en.wikipedia.org/wiki/Bozo%3A_The_World's_Most_Famous_Clown,success
190,Braingames,6.0,1983-1985,HBO,Eliot Noyes Productions,,Traditional/Live-Action,8.5,98%,Braingames (1983 TV series),1983 American TV series or program,"Braingames is an American educational program shown on HBO in the mid-1980s. It was a half-hour program consisting of brain-teasing animated skits designed to make the viewers think. It was HBO's first attempt at a show focused on educational skits, predating Crashbox by 15 years.",https://en.wikipedia.org/wiki/Braingames_(1983_TV_series),success
191,Brad Neely's Harg Nallin' Sclopio Peepio,10.0,2016,Adult Swim,Williams Street,,Flash,6.2,67%,Brad Neely's Harg Nallin' Sclopio Peepio,American animated television series,"Brad Neely's Harg Nallin' Sclopio Peepio is an American adult animated television series created by Brad Neely, who was also the creator of China, IL. Formatted as a sketch comedy show, it is made up of short films and routines, with songs composed by Neely. The series aired on Adult Swim from July 10 to September 18, 2016.",https://en.wikipedia.org/wiki/Brad_Neely's_Harg_Nallin'_Sclopio_Peepio,success
192,The Brady Kids,22.0,1972-1973,ABC,Filmation,,Traditional,5.6,85%,The Brady Kids,1972 American TV series or program,"The Brady Kids is an American animated television series and a spin-off based on the ABC live-action sitcom The Brady Bunch, produced by Filmation in association with Paramount Television. It aired on ABC from September 9, 1972, to October 6, 1973, and also spun off another Filmation series, Mission: Magic!, starring Rick Springfield.",https://en.wikipedia.org/wiki/The_Brady_Kids,success
193,The Brak Show,28.0,2000-2003,Adult Swim,Williams Street,,Flash,7.1,87%,The Brak Show,American adult animated sitcom,"The Brak Show is an American adult animated sitcom created by Jim Fortier, Andy Merrill, and Pete Smith for Cartoon Network's late-night programming block, Adult Swim. The Brak Show serves as a spin-off of the animated television series Space Ghost Coast to Coast, for which the show's creators originally wrote, and featured recurring characters from Space Ghost Coast to Coast and Cartoon Planet. Both programs used stock footage from the Hanna-Barbera cartoon Space Ghost, for which The Brak Show serves as a prequel. The protagonist is the alien villain Brak, voiced by Merrill, who developed a quirky persona for the character.",https://en.wikipedia.org/wiki/The_Brak_Show,success
194,Brandy & Mr. Whiskers,39.0,2004-2006,Disney Channel,Walt Disney Television Animation,,Traditional,6.3,96%,Brandy & Mr. Whiskers,2004 American TV series or program,"Brandy & Mr. Whiskers is an American 2D-animated comedy television series created by sitcom writer Russell Marcus for the Disney Channel. It follows the lives of the titular characters – respectively, a pampered-yet-spunky dog and a hyperactive rabbit – who get stuck in the Amazon rainforest together. The show originally aired from August 21, 2004, to August 25, 2006. Thirty-nine episodes were produced.",https://en.wikipedia.org/wiki/Brandy_%26_Mr._Whiskers,success
195,Brats of the Lost Nebula,39.0,1998-1999,Kids' WB,The Jim Henson Company,,CGI/Live-Action,6.9,52%,Brats of the Lost Nebula,Television series,"Brats of the Lost Nebula is a science fiction puppet computer-animated television series for kids. The series follows five orphaned children from different war-torn planets. As they search for their surviving family members, they must also band together to fight an evil invading force known as ""The Shock"".",https://en.wikipedia.org/wiki/Brats_of_the_Lost_Nebula,success
196,Bratz,40.0,2005-2008,Fox (4Kids TV),Mike Young Productions,,CGI,3.7,96%,Bratz,American fashion doll and media franchise,"Bratz is an American fashion doll and media franchise created by former Mattel employee Carter Bryant for MGA Entertainment, which first introduced in Spring 2001. Bratz continued to be popular during the early 2000s.",https://en.wikipedia.org/wiki/Bratz,success
197,BraveStarr,65.0,1987-1988,Syndication,Filmation,,Traditional,7.0,93%,BraveStarr,US 1987–1988 animated TV series,"BraveStarr is an American space Western animated television series that aired 65 episodes from September 1987 to February 1988 in syndication. The show was created a year after Mattel had released a line of action figures. BraveStarr was the last animated series produced by Filmation and Group W Productions before Filmation shut down in 1989. Reruns of the show aired on Qubo Night Owl from 2010 to 2013, and on the Retro Television Network from 2010 to 2015.",https://en.wikipedia.org/wiki/BraveStarr,success
198,The Bremen Avenue Experience,5.0,2008,Cartoon Network,Cartoon Network Studios,,Flash,8.8,84%,Cartoon Network,American cable television channel,"Cartoon Network (CN) is an American cable television channel operated by the Global Linear Networks division of Warner Bros. Discovery. Launched on October 1, 1992, it primarily broadcasts animated television series, mostly children's programming, ranging from action to animated comedy. It currently runs from 6 a.m. to 5 p.m. ET/PT daily. The flagship property of The Cartoon Network, Inc., it primarily targets children aged 6 to 12, though some early morning programming, formerly of the Cartoonito block, is aimed at preschool-aged children, while evening block Adult Swim targets young adults.",https://en.wikipedia.org/wiki/Cartoon_Network,success
199,Breezly and Sneezly,23.0,1964-1965,Syndication,Hanna-Barbera,,Traditional,6.2,10%,Breezly and Sneezly,American animated television series,"
Breezly and Sneezly is a Hanna-Barbera cartoon series first broadcast on September 16, 1964, as part of The Peter Potamus Show. From 1964 to 1966, 23 episodes were produced, 14 of which were aired on Peter Potamus with the remaining nine aired on The Magilla Gorilla Show.",https://en.wikipedia.org/wiki/Breezly_and_Sneezly,success
200,Brickleberry,36.0,2012-2015,Comedy Central,Damn! Show Productions,,Flash,7.3,89%,Brickleberry,American adult animated comedy series,"Brickleberry is an American adult animated sitcom created by Waco O'Guin and Roger Black for the basic cable network Comedy Central, which aired from September 25, 2012 to April 14, 2015. Executive produced by O'Guin, Black, and comedian Daniel Tosh, the series follows a group of park rangers as they work through their daily lives in the fictional Brickleberry National Park. The show garnered mixed reviews from critics, but it has gained a cult following.",https://en.wikipedia.org/wiki/Brickleberry,success
201,Britannica's Tales Around the World,6.0,1991-1993,Direct to video,Encyclopædia Britannica Films,,Traditional,1.9,25%,Britannica's Tales Around the World,US television program,Britannica's Tales Around the World is a direct-to-video animated educational series that was released in 1990.,https://en.wikipedia.org/wiki/Britannica's_Tales_Around_the_World,success
202,Bucky and Pepito,36.0,1959-1960,Syndication,Trans-Artists Productions,,Traditional,2.8,39%,Bucky and Pepito,American animated television series (1958–1960),Bucky and Pepito is a Western-themed American animated television series produced by Sam Singer.,https://en.wikipedia.org/wiki/Bucky_and_Pepito,success
203,Bucky O'Hare and the Toad Wars!,13.0,1991,Syndication,Sunbow Entertainment,,Traditional,7.3,95%,Bucky O'Hare and the Toad Wars!,1991 American-French TV series or program,"Bucky O'Hare and the Toad Wars! is an animated series created by Sunbow Productions, Abrams/Gentile Entertainment, Continuity Comics and the French company IDDH, co-produced by Marvel Productions and distributed by Hasbro's subsidiary Claster Television. It is based on the cult comic Bucky O'Hare, and animated by AKOM.",https://en.wikipedia.org/wiki/Bucky_O'Hare_and_the_Toad_Wars!,success
204,Buddy Thunderstruck,12.0,2017,Netflix,Stoopid Buddy StoodiosAmerican Greetings,,Stop-Motion,7.8,68%,Buddy Thunderstruck,American children's stop-motion comedy television series,"Buddy Thunderstruck is an American children's stop motion comedy television series created by Ryan Wiesbrock for Netflix, produced by American Greetings and Stoopid Buddy Stoodios and written by Tom Krajewski. The series stars Brian Atkinson, Ted Raimi, Harry Chaskin and Debi Derryberry. The first season was released on Netflix on March 10, 2017. When promoting the first series Netflix billed it as the 'outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit'.",https://en.wikipedia.org/wiki/Buddy_Thunderstruck,success
205,The Bug Diaries,12.0,2019-2020,Amazon Prime Video,Amazon Studios,,Flash,6.0,48%,List of Amazon Prime Video original programming,,"
In 2013, Amazon began distributing original television shows through its Amazon Prime Video service, some of which are developed in-house by Amazon Studios.",https://en.wikipedia.org/wiki/List_of_Amazon_Prime_Video_original_programming,success
206,Bugs Bunny Builders,30.0,2022-present,Cartoonito,Warner Bros. Animation,,Traditional,8.1,71%,Bugs Bunny Builders,American animated television series,"Bugs Bunny Builders is an American preschool animated television series produced by Warner Bros. Animation, based on the characters from Looney Tunes. The series premiered on July 25, 2022, on Cartoon Network on their Cartoonito preschool block and was released on July 26 on HBO Max. It is the second pre-school program in the Looney Tunes cartoon franchise, following Baby Looney Tunes in 2002.",https://en.wikipedia.org/wiki/Bugs_Bunny_Builders,success
207,The Bugs Bunny Show,684.0,1960-2000,"ABC
CBS",Warner Bros. Cartoons,,Traditional,8.6,95%,The Bugs Bunny Show,Animated television anthology series,"The Bugs Bunny Show is an American animated anthology television series hosted by Bugs Bunny that is mainly composed of theatrical Looney Tunes and Merrie Melodies cartoons released by Warner Bros. between 1948 and 1969. The show originally debuted as a primetime half-hour program on ABC in 1960, featuring three theatrical Looney Tunes cartoons with new linking sequences produced by the Warner Bros. Cartoons staff.",https://en.wikipedia.org/wiki/The_Bugs_Bunny_Show,success
